# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Date,Country,Location,Perpetrator,Victim_Description,Victim_Age_Group,Victim_Count_Raw,Children_Involved_Context,Incident_Type,Source,Remarks
28-May-23,Zambia,"Kalundu city",Police officer,Men,Adult,3,No/Unspecified,Rape,Zambian Observer,"Three men raped by police officer."
03-May-23,Afghanistan,"Panjshir province",Taliban commander,Woman,Adult,1,No/Unspecified,Sexual Assault,Hasht-e-Subh,"Woman sexually assaulted by commander."
21-Jun-23,Afghanistan,"Ghor province",Taliban fighters,Girls,Child/Minor,2,Yes (Victims),Attempted Sexual Assault,Hasht-e-Subh,"Attempted sexual assault of two girls."
05-Jun-23,India,"Basti District",Men,Girl (13-year-old),Child/Minor,1,Yes (Victim),Rape/Death,Indian Express,"13-year-old girl died after being raped."
16-Jun-23 (Reported),India,"Karur District",Police DGP,Police (Female),Adult,1,No/Unspecified,Sexual Harassment (Conviction),Hindustan Times,"DGP convicted for harassment."
19-Jun-23,India,"Ghaziabad",Doctors,Woman (24-year-old),Adult,1,No/Unspecified,Rape,Hindustan Times,"24-year-old woman raped by two doctors."
20-Jun-23,India,"Barmer District",Police Constable,Woman (19-year-old),Adult,1,No/Unspecified,Rape,Hindustan Times,"19-year-old woman raped by constable."
09-Jun-23 (Reported),Myanmar,"Mu Se township",Military,Woman,Adult,1,No/Unspecified,Rape/Kill,Yangon Khit Thit Media,"Woman raped and killed."
09-Jun-23,Myanmar,"Pekon township",Unknown,Girl (15) and Sister (20),Mixed,2,Yes (15yo victim),Rape/Kill,Yangon Khit Thit Media,"15-year-old girl and 20-year-old sister raped and killed."
25-Jun-23,Myanmar,"Kyaingtaung village",Military,Women,Adult,2,No/Unspecified,Rape/Kill,Yangon Khit Thit Media,"Two women raped and killed."
07-Jun-23,Papua New Guinea,"Walagu village",Armed men,Primary school girls,Child/Minor,17,Yes (Victims),Kidnap/Rape,Asia Pacific Report,"17 primary school girls kidnapped and raped."
15-Jun-23,Iran,"Tehran",Officer,Journalist (Female),Adult,1,No/Unspecified,Sexual Harassment,Radio Free Europe,"Journalist sexually harassed."
26-Jun-23 (Reported),Iran,"Karaj city",Security forces,Woman (20-year-old),Adult,1,No/Unspecified,Rape (Sanctions),Radio Free Europe,"Sanctions over rape of 20-year-old woman."
06-May-23,Syria,"Afrin city",Faction member,Girl (10-year-old),Child/Minor,1,Yes (Victim),Rape,Medya News,"10-year-old girl raped."
11-Jun-23,Syria,"Suluk Town",Gunmen,Boy (4-year-old),Child/Minor,1,Yes (Victim),Rape/Kill,ACLED,"4-year-old boy raped and killed."
21-May-23,Brazil,"Tabatinga",Unknown,Woman (19-year-old),Adult,1,No/Unspecified,Kill/Torture (Naked),Portal Do Holanda,"19-year-old found dead, half naked."
21-May-23,Brazil,"Manacapuru",Official/Pastor,Women,Adult,5,No/Unspecified,Rape,Portal Do Holanda,"Official arrested for raping 5 women."
03-Jun-23,Colombia,"Maicao",FARC,Student,Child/Minor,1,Yes (Victim),Sexual Abuse,ACLED,"Underaged student sexually abused."
02-Jul-23,DRC,"Njiapanda village, Ituri",UPDF soldier,Woman,Adult,1,No/Unspecified,Rape,Kivu Security Tracker,"Woman raped by UPDF soldier."
03-Jul-23,DRC,"Kimvula territory",Mobondo militiamen,Women and Girls,Mixed,Regular occurrences,Yes (Girls victims),Rape,MediaCongo,"Women and girls regularly raped by militiamen."
03-Jul-23,DRC,"Kinshasa",Police officers,Women,Adult,Unspecified,No/Unspecified,Kidnap/Rape,MediaCongo,"Four police arrested for kidnapping/raping women."
08-Jul-23,DRC,"Rubona village",Armed men,Individual,Unknown,1,No/Unspecified,Kidnap/Rape,Kivu Security Tracker,"Individual kidnapped and raped."
08-Jul-23,DRC,"Mboga village",Armed men,Woman,Adult,1,No/Unspecified,Rape/Kill,Kivu Security Tracker,"Woman raped and killed."
09-Jul-23,DRC,"Pangi town",Security operatives,Women,Adult,Unspecified,No/Unspecified,Strip/Harass,ACLED,"Women stripped naked and harassed."
11-Jul-23,DRC,"Bazaina mining center",Armed men,Women,Adult,3,No/Unspecified,Rape,Bunia Actualite,"Three women raped at gunpoint."
18-19 Jul 23,DRC,"Luebo town",Kulunas,Girl,Child/Minor,1,Yes (Victim),Rape,MediaCongo,"Young girl raped."
10-Jul-23,Kenya,"Kakamega town",Assistant Chief,Teenage girls,Child/Minor,Unspecified,Yes (Victims),Sexual Assault,KBC,"Assistant Chief reported for sexually assaulting teenage girls."
03-Jul-23,Madagascar,"Antsahalava Town",Dahalo militiaman,Woman (44-year-old),Adult,1,No/Unspecified,Kidnap/Sexual Assault,L'express Madagascar,"Woman kidnapped and sexually assaulted."
12-Jul-23,Mali,"Menaka town",MSA-D militiamen,Girl,Child/Minor,1,Yes (Victim),Abduct/Rape,ACLED,"Girl abducted and raped."
13-Jul-23 (Reported),Mali,"Menaka/Goa",ISGS/GSIM,Women,Adult,Large-scale,No/Unspecified,Rape/Kill,HRW,"Large-scale rapes and killings reported."
13-Jul-23 (Reported),Mali,"Bourra village",ISGS fighters,Women,Adult,Unspecified,No/Unspecified,Kidnap/Rape (Forced Marriage),HRW,"Women kidnapped and raped under pretext of marriage."
24-Jul-23,Mozambique,"Nangade district",Soldier,Girl,Child/Minor,1,Yes (Victim),Rape,ACLED,"Girl raped by Mozambique forces member."
16-Jul-23 (Reported),Nigeria,"Ngwama village",Unknown,Woman (53-year-old),Adult,1,No/Unspecified,Rape/Death,DailyPost,"53-year-old woman found dead with signs of rape."
01-Jul-23,Sudan,"Khartoum state",RSF soldiers,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped."
01-Jul-23,Sudan,"El Geneina town",RSF soldiers,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped."
03-Jul-23,Sudan,"Soba West",RSF soldiers,Woman,Adult,1,No/Unspecified,Rape,ACLED,"Woman raped."
11-Jul-23,Sudan,"Khartoum state",RSF soldiers,Women,Adult,9,No/Unspecified,Rape,ACLED,"Nine women raped."
15-Jul-23 (Reported),Sudan,"Nyala city",RSF (Suspected),Women and Girls,Mixed,Unspecified,Yes (Girls victims),Hostage/Abuse,Personal Communication,"Women/girls held hostage in university dorm."
20-Jul-23,Sudan,"Khartoum state",RSF soldiers,Women,Adult,5,No/Unspecified,Rape,Radio Dabanga,"Five women raped."
17-Jul-23 (Reported),Sudan,"Bahri city",RSF soldier,Refugee (Ethiopian),Adult,1,No/Unspecified,Attempted Rape/Kill (Husband),Radio Dabanga,"Attempted rape of woman; husband killed."
28-Jul-23 (Reported),Sudan,"El Geneina",RSF soldier,Woman (20s),Adult,1,No/Unspecified,Rape,HRW,"Woman raped at gunpoint in home."
28-Jul-23 (Reported),Sudan,"El Geneina",RSF/Militia,Woman (20s),Adult,1,No/Unspecified,Rape,HRW,"Woman raped in home."
31-Jul-23 (Reported),Sudan,"El Geneina",RSF soldiers,Woman,Adult,1,No/Unspecified,Rape,BBC News,"Woman raped by four soldiers."
31-Jul-23 (Reported),Sudan,"Khartoum city",RSF soldiers,Woman (24-year-old),Adult,1,No/Unspecified,Rape,BBC News,"24-year-old woman repeatedly raped."
05-Jul-23,South Sudan,"Lainya County",SSPDF soldier,Woman,Adult,1,No/Unspecified,Rape,WikiRumours,"Woman raped by soldier."
06-Jul-23,South Sudan,"Lainya Country",Herdsmen,Girl (16-year-old),Child/Minor,1,Yes (Mother killed),Rape/Kill,WikiRumours,"16-year-old girl raped; mother killed."
05-Jul-23 (Reported),Afghanistan,"Kabul",Taliban officials,Woman,Adult,1,No/Unspecified,Torture/Abuse,Kabul Now,"Woman tortured with electric shocks to genitals."
08-Jul-23,Afghanistan,"Burka district",Taliban mayor,Midwife,Adult,1,No/Unspecified,Sexual Assault,ACLED,"Midwife sexually assaulted by Taliban mayor."
18-Jul-23,Afghanistan,"Khwaja Ghar district",Taliban officer,Woman,Adult,1,No/Unspecified,Abduct/Rape,ACLED,"Woman abducted and raped."
27-Jul-23 (Reported),Afghanistan,"Taloqan city",Taliban Chief of Police,Women,Adult,2,No/Unspecified,Rape,Personal Communication,"Two women raped within police compound."
13-Jul-23 (Reported),Bangladesh,"Cox's Bazar",Armed groups/Gangs,Refugees,Mixed,Unspecified,No/Unspecified,Rape/Assault,HRW,"Refugees raped and forced into marriage (Jan-Apr)."
04-Jul-23,India,"Agra city",Perpetrators,Girl (18-year-old),Adult/Young Adult,1,No/Unspecified,Sexual Assault,Times of India,"18-year-old girl sexually assaulted."
04-Jul-23 (Reported),India,"Adilabad city",Men,Woman,Adult,1,No/Unspecified,Rape/Murder,Deccan Chronicle,"Woman raped and murdered."
08-Jul-23 (Reported),India,"Hyderabad",Teacher,Girl (9-year-old),Child/Minor,1,Yes (Victim),Sexual Harassment,Deccan Chronicle,"9-year-old girl sexually harassed."
08-Jul-23,India,"Domur town",TMC supporters,Politician (Female),Adult,1,No/Unspecified,Strip/Assault,Times of India,"Woman stripped naked and assaulted."
09-Jul-23,India,"Badlapur city",Doctor,Patient (23-year-old),Adult,1,No/Unspecified,Rape,Times of India,"23-year-old patient raped."
10-Jul-23 (Reported),India,"Manjhanour town",Politician's son,Woman,Adult,1,No/Unspecified,Rape,Amarujala,"Woman raped at gunpoint."
10-Jul-23,India,"Mainpuri city",Constable,Advocate (Female),Adult,1,No/Unspecified,Rape (Report),Amarujala,"Female advocate filed rape report."
12-Jul-23 (Reported),India,"Ajmer city",Doctor,Worker (Female),Adult,1,No/Unspecified,Rape,Amarujala,"Female worker raped after being sedated."
19-Jul-23,India,"Malda city",Mob,Women,Adult,2,No/Unspecified,Strip/Torture,Deccan Chronicle,"Two women stripped naked and tortured."
20-Jul-23 (Reported),India,"Thoubal district, Manipur",Mob (Meitei),Women (Kuki),Adult,2,No/Unspecified,Parade Naked/Rape,Al Jazeera,"Two women paraded naked; one raped (May incident)."
22-Jul-23 (Reported),India,"Domur town",TMC supporters,Politicians (Female),Adult,2,No/Unspecified,Strip,Times of India,"Two women stripped naked."
22-Jul-23 (Reported),India,"Imphal city",Mob (Meitei),Women (20/24yo),Adult,2,No/Unspecified,Rape/Torture/Kill,The Guardian,"Two women raped, tortured and killed."
24-Jul-23 (Reported),India,"Manipur",Unknown,Women (Kuki),Adult,7,No/Unspecified,Rape,India Today,"Seven women raped since outbreak."
24-Jul-23 (Reported),India,"Imphal city",Unknown,Students (19/20yo),Adult,2,No/Unspecified,Rape/Beat,First Post,"Two nursing students raped."
24-Jul-23 (Reported),India,"Pheitaichin village",Armed men,Woman (45-year-old),Adult,1,No/Unspecified,Strip/Kill,First Post,"45-year-old woman stripped naked and killed."
25-Jul-23 (Reported),India,"Puthalapattu city",Police,Women,Adult,5,No/Unspecified,Torture/Sexual Abuse,Deccan Chronicle,"Five women tortured and sexually abused in station."
25-Jul-23 (Reported),India,"Imphal city",Men,Woman (18-year-old),Adult,1,No/Unspecified,Abduct/Rape,First Post,"18-year-old woman abducted and raped."
20-Jul-23 (Reported),Iran,"Evin/Qarchak prison",Guards,Activist,Adult,1,No/Unspecified,Strip Search,BBC News,"Activist strip searched; photos taken."
20-Jul-23 (Reported),Iran,"Karaj",Unknown,Activist,Adult,1,No/Unspecified,Strip Search,BBC News,"Activist subjected to five strip searches."
20-Jul-23 (Reported),Iran,"Evin prison",Unknown,Activist,Adult,1,No/Unspecified,Strip Search/Assault,BBC News,"Activist strip searched and assaulted."
20-Jul-23 (Reported),Iran,"Qarchak prison",Unknown,Activist,Adult,1,No/Unspecified,Strip Search,BBC News,"Activist strip searched in front of CCTV."
02-04 Jul 23,Libya-Tunisia Border,"Buffer zone",Men,Women,Adult,Unspecified,No/Unspecified,Rape,HRW,"Unspecified number of women raped."
02-04 Jul 23,Libya-Tunisia Border,"Outside buffer zone",Security forces,Woman,Adult,1,No/Unspecified,Sexual Assault,HRW,"Woman sexually assaulted."
04-Jul-23,Tunisia,"Ben Gardane town",Military/Guard,Women,Adult,Unspecified,No/Unspecified,Sexual Assault/Beat,HRW,"Women captured and sexually assaulted."
04-Jul-23,Tunisia,"Ben Gardane town",Military/Guard,Girl (16-year-old),Child/Minor,1,Yes (Victim),Sexual Assault/Beat,HRW,"16-year-old girl sexually assaulted."
01-Jul-23,Syria,"Juwaik Village",Faction member,Girl (13-year-old),Child/Minor,1,Yes (Victim),Rape,SOHR,"13-year-old girl raped."
02-Jul-23,Syria,"Marae City",Division member,Girl (5-year-old),Child/Minor,1,Yes (Victim),Sexual Harassment,SOHR,"5-year-old girl sexually harassed."
11-Jul-23,Syria,"Homs city",Gang,Girl (13-year-old),Child/Minor,1,Yes (Victim),Kidnap/Abuse,SOHR,"13-year-old girl kidnapped and abused."
11-Jul-23,Bahamas,"Nassau",RBDF officer,Woman (28-year-old),Adult,1,No/Unspecified,Sexual Assault,Bahamas Court News,"28-year-old woman sexually assaulted."
07-Jul-23,Honduras,"Catacamas City",Police officers,Woman,Adult,1,No/Unspecified,Rape/Beat,ACLED,"Woman beaten and raped in home."
08-Aug-23,Cameroon,"Kolofata town",Boko Haram,Women,Adult,7,No/Unspecified,Mutilation,Personal Communication,"Seven women had clitorises cut off."
09-Aug-23,Comoros,"Fomboni city",Gendarmes,Girl (16-year-old),Child/Minor,1,Yes (Victim),Rape,The Gazette Comoros,"16-year-old girl raped."
05-Aug-23,DRC,"Rutshuru town",M23 rebel,Girl,Child/Minor,1,Yes (Victim),Kill (Sexual Refusal),DRC News Today,"Girl killed after refusing sex."
08-Aug-23,DRC,"Kibunga village",Batwa militia,Women,Adult,Unspecified,No/Unspecified,Rape,ACLED,"Unspecified number of women raped."
08-Aug-23,DRC,"Bugana Mwehu village",Batwa militia,Women,Adult,Unspecified,No/Unspecified,Rape,ACLED,"Unspecified number of women raped."
10-Aug-23,DRC,"Chinono town",Mai Mai Nyatura,Women,Adult,2,No/Unspecified,Rape,La Prunelle Centrale,"Two women raped at gunpoint."
11-Aug-23 (Reported),DRC,"Bukavu city",Soldier,Girl (3-year-old),Child/Minor,1,Yes (Victim),Rape,La Prunelle Centrale,"3-year-old girl raped."
11-Aug-23 (Reported),DRC,"Minova town",FARDC soldier,Girl (15-year-old),Child/Minor,1,Yes (Victim),Rape,La Prunelle Centrale,"15-year-old girl locked up and raped."
11-Aug-23 (Reported),DRC,"Minova town",Policeman,Girl (21-year-old),Adult,1,No/Unspecified,Rape,La Prunelle Centrale,"21-year-old girl raped."
12-Aug-23,DRC,"Masisi town",Pastoralist,Girl (17-year-old),Child/Minor,1,Yes (Victim),Rape,Election-net,"17-year-old girl raped."
22-Aug-23,Ethiopia,"Mekelle city",Military,Woman,Adult,1,No/Unspecified,Kill (Sexual Refusal),Personal Communication,"Woman killed after refusing sexual advances."
27-Aug-23 (Reported),Ethiopia,"Mikelle city",Armed forces,Women/Girls,Mixed,128 (youngest 8yo),Yes (8yo victim),Rape/Slavery,Jurist,"128 women/girls raped and enslaved."
16-Aug-23 (Reported),Kenya,"Nakuru city",Police officer,Woman,Adult,1,No/Unspecified,Rape/Beat,The Standard,"Woman raped in police post."
27-Aug-23,Kenya,"Mutitu North",Police constable,Woman,Adult,1,No/Unspecified,Rape,Citizen Digital,"Woman raped in office."
09-Aug-23 (Reported),Mozambique,"Nangade",Fighter,Girl (17-year-old),Child/Minor,1,Yes (Victim),Rape (Detention),Cabo Ligado,"Fighter detained for raping 17-year-old."
01-Aug-23,Nigeria,"Rankaviri village",Armed group,Girl (18-year-old),Adult/Young Adult,1,No/Unspecified,Rape/Kill,Leadership,"18-year-old girl raped and killed."
16-Aug-23 (Reported),Nigeria,"Agbor city",Faculty Dean,Students (Female),Adult,Several,No/Unspecified,Sexual Harassment,Daily Post,"Female students sexually harassed."
24-Aug-23,Nigeria,"Port Harcourt",Armed men,Students (Female),Adult,2,No/Unspecified,Molestation,Daily Post,"Two female students sexually molested."
18-Aug-23 (Reported),Somalia,"Unknown",Al Shabab,Women,Adult,Unspecified,No/Unspecified,Sexual Violence,Opera News,"Women forced to shake breasts."
24-Aug-23,South Sudan,"Torit-Kapoeta Road",Armed men,Women,Adult,Unknown,No/Unspecified,Strip,Radio Tamazuj,"Women stripped naked."
01-Aug-23,Sudan,"Mershing town",Militants,Women,Adult,5,No/Unspecified,Rape/Beat,Radio Dabanga,"Five women raped."
07-Aug-23,Sudan,"Khartoum",Militia,Women,Adult,4,No/Unspecified,Rape,ACLED,"Four women raped."
08-Aug-23,Sudan,"Unknown",RSF member,Woman,Adult,1,No/Unspecified,Sexual Assault/Death,Personal Communication,"Woman died after sexual assault."
09-Aug-23 (Reported),Sudan,"Zalingei town",RSF,Women,Adult,6,No/Unspecified,Rape,Personal Communication,"Six women raped."
09-Aug-23 (Reported),Sudan,"Kalma camp",RSF,Women,Adult,12,No/Unspecified,Rape,Personal Communication,"12 women raped."
11-Aug-23,Sudan,"Zalingei town",RSF soldiers,Girl (14-year-old),Child/Minor,1,Yes (Victim),Rape/Abduct,ACLED,"14-year-old girl abducted and raped."
29-Aug-23 (Reported),Sudan,"Khartoum",RSF soldiers,Woman,Adult,1,No/Unspecified,Gang-rape,The Guardian,"Woman gang-raped in front of siblings."
29-Aug-23 (Reported),Sudan,"Omdurman",RSF soldiers,Woman and Daughters,Mixed,4,Yes (Daughters victims),Rape,The Guardian,"Woman and three daughters raped."
29-Aug-23 (Reported),Sudan,"Khartoum",RSF soldiers,Woman,Adult,1,No/Unspecified,Rape,The Guardian,"Woman raped; threatened over daughter."
29-Aug-23 (Reported),Sudan,"Khartoum",RSF soldiers,Girls,Child/Minor,2,Yes (Victims),Rape,The Guardian,"Two girls raped; one died."
01-Aug-23 (Reported),Tanzania,"Nduta camp",Trafficking network,Girl (15-year-old),Child/Minor,1,Yes (Victim),Sexual Exploitation,SOS Medias,"15-year-old girl trafficked."
01-Aug-23 (Reported),Tanzania,"Nduta/Nyargusu",Trafficking network,Girls,Child/Minor,Significant number,Yes (Victims),Trafficking,SOS Medias,"Young girls trafficked for sex."
03-Aug-23,Uganda,"Jinja city",Teacher,Student (6-year-old),Child/Minor,1,Yes (Victim),Rape,Busoga Today,"6-year-old student raped."
21-Aug-23,Uganda,"Mparo town",Nurse,Woman (Pregnant),Adult,1,Yes (Unborn child),Rape,New Vision,"Pregnant woman raped during exam."
05-Aug-23,Afghanistan,"Faryab province",Taliban fighter,Girl (13-year-old),Child/Minor,1,Yes (Victim),Forced Marriage,Hasht-e-Subh,"13-year-old girl forced to marry brother-in-law."
24-Aug-23 (Reported),India,"Ghaziabad",Principal,Students (Girls),Child/Minor,50,Yes (Victims),Sexual Assault,OperaNews,"50 school girls sexually assaulted."
08-Aug-23 (Reported),Myanmar,"Saw Township",Guards,Woman,Adult,1,No/Unspecified,Rape,The Irrawaddy,"Woman raped repeatedly."
09-Aug-23,Myanmar,"Kyay Ninn Village",SAC soldiers,Women,Adult,15,No/Unspecified,Rape,Myanmar Pressphoto Agency,"15 women raped."
10-Aug-23 (Reported),Myanmar,"Shan State",SAC soldiers,Persons,Unknown,9,No/Unspecified,Rape,Myanmar Pressphoto Agency,"Nine persons raped."
26-Aug-23,Myanmar,"North Kyee Kan village",SAC soldiers,Woman (Pregnant),Adult,1,Yes (Unborn child),Rape/Kill,MPA press,"Pregnant woman raped and killed."
21-Aug-23 (Reported),Bulgaria,"Border",Border police,Asylum seekers,Adult,Majority,No/Unspecified,Strip,InfoMigrants,"Asylum seekers stripped."
21-Aug-23 (Reported),Bulgaria,"Border",Authorities,Migrant (Female),Adult,1,No/Unspecified,Strip/Harass,InfoMigrants,"Female migrant stripped and harassed."
21-Aug-23 (Reported),Turkey,"Unknown",Police officers,Asylum seekers (Female),Adult,Unspecified,No/Unspecified,Sexual Assault,InfoMigrants,"Female asylum seekers sexually assaulted."
02-Aug-23 (Reported),Ukraine,"Kherson",Russian soldiers,Detainees,Adult,137 (43%),No/Unspecified,Torture/Sexual Violence,Global Rights Compliance,"43% of detainees subjected to torture/sexual violence."
07-Aug-23 (Reported),Ukraine,"Kherson",Russian soldiers,Detainees,Adult,32,No/Unspecified,Genital Electrocution,CNN,"32 detainees subjected to genital electrocution."
07-Aug-23 (Reported),Ukraine,"Kherson",Unknown,Detainee,Adult,1,No/Unspecified,Witness Rape,CNN,"Detainee forced to witness rape."
12-Aug-23 (Reported),Lebanon,"Beirut",NGO member,Minors,Child/Minor,2,Yes (Victims),Sexual Molestation,L'Orient Today,"Two minors sexually molested."
21-Aug-23 (Reported),Saudi Arabia,"Yemen-Saudi border",Guards/Migrants,Girls (15-year-old),Child/Minor,2,Yes (Victims),Rape (Forced),HRW,"Migrant men forced to rape two 15-year-old girls."
